id,Producto
413,ZAPATOS
414,ZAPATOS
415,ZAPATOS
416,PRENDAS DE VESTIR
417,PRENDAS DE VESTIR
418,PRENDAS DE VESTIR
419,ZAPATOS
420,PRENDAS DE VESTIR
421,ARTICULOS DE BELLEZA
422,ART. DE PERFUMERIA Y BELLEZA
423,PRENDAS DE VESTIR
424,TEXTILES
425,PRENDAS DE VESTIR
426,PRODUCTOS QUIMICOS
427,PRODUCTOS QUIMICOS
428,PRODUCTOS QUIMICOS
429,PRODUCTOS QUIMICOS
430,PRODUCTOS QUIMICOS
431,PRODUCTOS QUIMICOS
432,PRODUCTOS QUIMICOS
433,PRODUCTOS QUIMICOS
434,PRODUCTOS QUIMICOS
435,PRODUCTOS QUIMICOS
436,PRODUCTOS QUIMICOS
437,PRODUCTOS QUIMICOS
438,PRODUCTOS QUIMICOS
439,PRODUCTOS QUIMICOS
440,PRODUCTOS QUIMICOS
441,PRODUCTOS QUIMICOS
442,PRODUCTOS QUIMICOS
443,PRENDAS DE VESTIR
444,BEBIDA ALCOHOLICA   -COCTELES
445,PRENDAS DE VESTIR
446,PRENDAS DE VESTIR
447,PRENDAS DE VESTIR
448,ARTICULOS DE EMBELLECIMIENTO FISICO
449,PRENDAS DE VESTIR
450,PRENDAS DE VESTIR
451,PRENDAS DE VESTIR
452,PRENDAS DE VESTIR
453,PRENDAS DE VESTIR
454,PRENDAS DE VESTIR
455,PRENDAS DE VESTIR
456,PRENDAS DE VESTIR
457,PRENDAS DE VESTIR
458,BLOQUEADORES  BRONCEADORES Y FILTROS SOL
459,PRODUCTOS ALIMENTICIOS
460,PRENDAS DE VESTIR
461,PRENDAS DE VESTIR
462,PRENDAS DE VESTIR
463,PRENDAS DE VESTIR
464,PRENDAS DE VESTIR
465,ZAPATOS
466,ZAPATOS
467,PRENDAS DE VESTIR
468,PRODUCTOS ALIMENTICIOS
469,PRODUCTOS ALIMENTICIOS
470,ARTICULOS DE FERRETERIA
471,PRODUCTOS QUIMICOS
472,PRODUCTOS QUIMICOS
473,HERRAMIENTAS
474,ARTICULOS DE FERRETERIA
475,APARATOS ELECTRODOMESTICOS
476,ARTICULOS DE FERRETERIA
477,PRODUCTOS QUIMICOS
478,ARTICULOS DE FERRETERIA
479,ARTICULOS DE FERRETERIA
480,ARTICULOS DE FERRETERIA
481,ARTICULOS DE FERRETERIA
482,ZAPATOS
483,ARTICULOS DE FERRETERIA
484,PRODUCTOS QUIMICOS
485,ARTICULOS DE FERRETERIA
486,ARTICULOS ESCOLARES
487,ARTICULOS ESCOLARES
488,ARTICULOS DE FERRETERIA
489,PRODUCTOS QUIMICOS
490,ARTICULOS DE FERRETERIA
491,PRODUCTOS ALIMENTICIOS
492,PRODUCTOS ALIMENTICIOS
493,ARTICULOS ESCOLARES
494,ARTICULOS ESCOLARES
495,ARTICULOS ESCOLARES
496,ARTICULOS ESCOLARES
497,ARTICULOS ESCOLARES
498,TEXTILES
499,ARTICULOS ESCOLARES
500,ARTICULOS ESCOLARES
501,PRODUCTOS QUIMICOS
502,PRODUCTOS QUIMICOS
503,PRODUCTOS ALIMENTICIOS
504,PRODUCTOS ALIMENTICIOS
505,PRODUCTOS ALIMENTICIOS
506,PRODUCTOS ALIMENTICIOS
507,PRODUCTOS ALIMENTICIOS
508,PRODUCTOS QUIMICOS
509,VINO TINTO
510,PRODUCTOS ALIMENTICIOS
511,ACCESORIOS ELECTRICOS
512,APARATOS ELECTRICOS
513,PRENDAS DE VESTIR
514,PRENDAS DE VESTIR
515,JUGUETES
516,JUGUETES
517,JUGUETES
518,JUGUETES
519,JUGUETES
520,JUGUETES
521,JUGUETES
522,JUGUETES
523,JUGUETES
524,JUGUETES
525,JUGUETES
526,ZAPATOS
527,ZAPATOS
528,ZAPATOS
529,ZAPATOS
530,ZAPATOS
531,ZAPATOS
532,ZAPATOS
533,PRENDAS DE VESTIR
534,JUGUETES
535,JUGUETES
536,JUGUETES
537,JUGUETES
538,VIDEOS- DISCOS COMPACTOS - VIDEO JUEGOS
539,ZAPATOS
540,JUGUETES
541,BEBIDA ALCOHOLICA PREPARADA
542,PRENDAS DE VESTIR
543,ART. DE PERFUMERIA Y BELLEZA
544,MERCERIA Y BONETERIA
545,PRENDAS DE VESTIR
546,ARTICULOS PARA REGALO
547,ARTICULOS DE PAPELERIA
548,PRODUCTOS ALIMENTICIOS
549,JUGUETES
550,PRENDAS DE VESTIR
551,ART. DE PERFUMERIA Y BELLEZA
552,PRENDAS DE VESTIR
553,PRENDAS DE VESTIR
554,ACCESORIOS DE VESTIR
555,PRENDAS DE VESTIR
556,PRODUCTOS ALIMENTICIOS
557,PRODUCTOS ALIMENTICIOS
558,PRODUCTOS ALIMENTICIOS
559,PRODUCTOS ALIMENTICIOS
560,PRODUCTOS ALIMENTICIOS
561,PRODUCTOS ALIMENTICIOS
562,PRODUCTOS ALIMENTICIOS
563,PRODUCTOS ALIMENTICIOS
564,PRODUCTOS ALIMENTICIOS
565,PRENDAS DE VESTIR
566,PRENDAS DE VESTIR
567,PRENDAS DE VESTIR
568,PRODUCTOS QUIMICOS
569,ACEITE LUBRICANTE AUTOMOTRIZ
570,ARTICULOS ESCOLARES
571,PRODUCTOS QUIMICOS
572,ARTICULOS DE FERRETERIA
573,PRODUCTOS QUIMICOS
574,ARTICULOS DE FERRETERIA
575,PRODUCTOS ALIMENTICIOS
576,PRODUCTOS ALIMENTICIOS
577,PRODUCTOS ALIMENTICIOS
578,PRODUCTOS ALIMENTICIOS
579,PRODUCTOS ALIMENTICIOS
580,PRODUCTOS ALIMENTICIOS
581,PRODUCTOS ALIMENTICIOS
582,ACEITE LUBRICANTE AUTOMOTRIZ
583,PRODUCTOS ALIMENTICIOS
584,PRODUCTOS ALIMENTICIOS
585,PRODUCTOS ALIMENTICIOS
586,PRODUCTOS ALIMENTICIOS
587,PRODUCTOS ALIMENTICIOS
588,PRODUCTOS ALIMENTICIOS
589,PRODUCTOS ALIMENTICIOS
590,PRODUCTOS ALIMENTICIOS
591,PRODUCTOS ALIMENTICIOS
592,PRODUCTOS ALIMENTICIOS
593,PRODUCTOS ALIMENTICIOS
594,PRODUCTOS ALIMENTICIOS
595,PRODUCTOS ALIMENTICIOS
596,PRODUCTOS ALIMENTICIOS
597,PRODUCTOS ALIMENTICIOS
598,PRODUCTOS ALIMENTICIOS
599,PRODUCTOS ALIMENTICIOS
600,PRODUCTOS ALIMENTICIOS
601,PRODUCTOS ALIMENTICIOS
602,PRODUCTOS ALIMENTICIOS
603,PRODUCTOS ALIMENTICIOS
604,PRODUCTOS ALIMENTICIOS
605,PRODUCTOS ALIMENTICIOS
606,PRODUCTOS ALIMENTICIOS
607,PRODUCTOS ALIMENTICIOS
608,PRODUCTOS ALIMENTICIOS
609,PRODUCTOS ALIMENTICIOS
610,PRODUCTOS ALIMENTICIOS
611,PRODUCTOS ALIMENTICIOS
612,PRODUCTOS ALIMENTICIOS
613,PRODUCTOS ALIMENTICIOS
614,PRODUCTOS ALIMENTICIOS
615,PRODUCTOS ALIMENTICIOS
616,PRODUCTOS ALIMENTICIOS
617,PRODUCTOS ALIMENTICIOS
618,PRODUCTOS ALIMENTICIOS
619,PRODUCTOS ALIMENTICIOS
620,PRODUCTOS ALIMENTICIOS
621,ARTICULOS DE PLATA
622,ARTICULOS DE ORO
623,PRODUCTOS ALIMENTICIOS
624,PRODUCTOS ALIMENTICIOS
625,PRODUCTOS ALIMENTICIOS
626,PRODUCTOS ALIMENTICIOS
627,PRODUCTOS ALIMENTICIOS
628,PRODUCTOS ALIMENTICIOS
629,PRODUCTOS ALIMENTICIOS
630,PRODUCTOS ALIMENTICIOS
631,PRODUCTOS ALIMENTICIOS
632,PRODUCTOS ALIMENTICIOS
633,PRODUCTOS ALIMENTICIOS
634,PRODUCTOS ALIMENTICIOS
635,PRODUCTOS ALIMENTICIOS
636,PRODUCTOS ALIMENTICIOS
637,PRODUCTOS ALIMENTICIOS
638,PRODUCTOS ALIMENTICIOS
639,PRODUCTOS ALIMENTICIOS
640,PRODUCTOS ALIMENTICIOS
641,PRODUCTOS ALIMENTICIOS
642,PRODUCTOS ALIMENTICIOS
643,PRODUCTOS ALIMENTICIOS
644,PRODUCTOS ALIMENTICIOS
645,PRODUCTOS ALIMENTICIOS
646,PRODUCTOS ALIMENTICIOS
647,PRODUCTOS ALIMENTICIOS
648,PRODUCTOS ALIMENTICIOS
649,PRODUCTOS ALIMENTICIOS
650,APARATOS ELECTRONICOS
651,LECHE
652,FRIJOLES
653,ARTICULOS ESCOLARES
654,ARTICULOS DE PAPELERIA
655,RON
656,VODKA
657,PRODUCTOS ENLATADOS
658,FRIJOLES
659,RON
660,VODKA
661,CAFE
662,ROPA
663,ARROZ
664,ACCESORIOS PARA DAMA
665,ACCESORIOS PARA DAMA
666,ROPA
667,ZAPATOS
668,ACCESORIOS DE COMPUTO
669,ZAPATOS
670,ARTICULOS DE PAPELERIA
671,ZAPATOS
672,AZUCAR
673,ATUN
674,ATUN
675,ATUN
676,ATUN
677,ATUN
678,ATUN
679,ATUN
680,ATUN
681,ATUN
682,ATUN
683,ATUN
684,ATUN
685,ATUN
686,ATUN
687,ATUN
688,ATUN
689,ATUN
690,ATUN
691,ATUN
692,ATUN
693,ATUN
694,ATUN
695,ATUN
696,ROPA
697,ATUN
698,ATUN
699,ROPA
700,ROPA
701,ATUN
702,BRANDY
703,VODKA
704,ATUN
705,HUEVO
706,LLANTAS PARA AUTOMOVILES
707,LLANTAS PARA AUTOMOVILES
708,LLANTAS PARA AUTOMOVILES
709,ZAPATOS
710,LLANTAS PARA AUTOMOVILES
711,LLANTAS PARA AUTOMOVILES
712,ATUN
713,HUEVO
714,AZUCAR
715,ARROZ
716,HUEVO
717,HUEVO
718,HUEVO
719,RON
720,ACCESORIOS PARA BAÑOS
721,ROPA
722,ROPA
723,ROPA
724,RON
725,BRANDY
726,RON
727,ACCESORIOS PARA BAÑOS
728,ARROZ
729,BRANDY
730,WHISKY
731,WHISKY ESCOCES
732,BRANDY
733,VODKA
734,ROPA
735,ROPA
736,AZUCAR
737,ROPA
738,ZAPATOS
739,HARINA DE MAIZ
740,ARROZ
741,ROPA
742,ROPA
743,ZAPATOS
744,COMPUTADORAS PERSONALES
745,VODKA
746,ZAPATOS
747,ROPA
748,ZAPATOS
749,JUGUETES
750,JUGUETES
751,DULCES Y GOLOSINAS
752,JUGUETES
753,ZAPATOS
754,ARTICULOS ESCOLARES
755,DULCES Y GOLOSINAS
756,DULCES Y GOLOSINAS
757,DULCES Y GOLOSINAS
758,ROPA
759,ROPA
760,JUGUETES
761,ROPA
762,JUGUETES
763,JUGUETES
764,ZAPATOS
765,JUGUETES
766,ZAPATOS
767,JUGUETES
768,ROPA
769,PISTOLAS DE JUGUETE
770,JUGUETES
771,LLANTAS PARA AUTOMOVILES
772,ZAPATOS
773,ZAPATOS
774,ZAPATOS
775,WHISKY ESCOCES
776,ZAPATOS
777,ZAPATOS
778,ZAPATOS
779,ROPA
780,ARTICULOS DE FERRETERIA
781,CABLE (CONDUCTOR ELECTRICO)
782,APARATOS ELECTRICOS
783,ROPA
784,ACCESORIOS P/ TELEFONO CELULAR
785,APARATOS ELECTRODOMESTICOS
786,APARATOS ELECTRODOMESTICOS
787,ARTICULOS ESCOLARES
788,ROPA
789,ZAPATOS
790,ZAPATOS
791,ZAPATOS
792,ZAPATOS
793,ROPA CABALLERO
794,ZAPATOS
795,SHORT
796,ZAPATOS
797,REFRIGERADORES
798,APARATOS ELECTRONICOS
799,APARATOS ELECTRONICOS
800,APARATOS ELECTRICOS
801,APARATOS ELECTRONICOS
802,WHISKY ESCOCES
803,WHISKY ESCOCES
804,RON
805,RON
806,JOYERIA
807,JOYERIA
808,ARTICULOS DE PLATA
809,ARTICULOS DE PLATA
810,ZAPATOS
811,JOYERIA
812,JOYERIA
813,JOYERIA
814,JOYERIA
815,ZAPATOS
816,PLAYERAS
817,ZAPATOS
818,PRODUCTOS ALIMENTICIOS
819,PRODUCTOS ALIMENTICIOS
820,PRODUCTOS ALIMENTICIOS
821,PRODUCTOS ALIMENTICIOS
822,PRODUCTOS ALIMENTICIOS
823,PRODUCTOS ALIMENTICIOS
824,PRODUCTOS ALIMENTICIOS
825,PRODUCTOS ALIMENTICIOS
826,PRODUCTOS ALIMENTICIOS
827,PRODUCTOS ALIMENTICIOS
828,PRODUCTOS ALIMENTICIOS
829,PRODUCTOS ALIMENTICIOS
830,CHILES
831,CHILES
832,PRODUCTOS ALIMENTICIOS
833,PRODUCTOS ALIMENTICIOS
834,PRODUCTOS ALIMENTICIOS
835,PRODUCTOS ALIMENTICIOS
836,PRODUCTOS ALIMENTICIOS
837,PRODUCTOS ALIMENTICIOS
838,PRODUCTOS ALIMENTICIOS
839,PRODUCTOS ALIMENTICIOS
840,PRODUCTOS ALIMENTICIOS
841,PRODUCTOS ALIMENTICIOS
842,PRODUCTOS ALIMENTICIOS
843,PRODUCTOS ALIMENTICIOS
844,PRODUCTOS ALIMENTICIOS
845,PRODUCTOS ALIMENTICIOS
846,PRODUCTOS ALIMENTICIOS
847,PRODUCTOS ALIMENTICIOS
848,PRODUCTOS ALIMENTICIOS
849,PRODUCTOS ALIMENTICIOS
850,PRODUCTOS ALIMENTICIOS
851,PRODUCTOS ALIMENTICIOS
852,PRODUCTOS ALIMENTICIOS
853,PRODUCTOS ALIMENTICIOS
854,PRODUCTOS ALIMENTICIOS
855,PRODUCTOS ALIMENTICIOS
856,PRODUCTOS ALIMENTICIOS
857,PRODUCTOS ALIMENTICIOS
858,PRODUCTOS ALIMENTICIOS
859,PRODUCTOS ALIMENTICIOS
860,PRODUCTOS ALIMENTICIOS
861,PRODUCTOS ALIMENTICIOS
862,PRODUCTOS ALIMENTICIOS
863,PRODUCTOS ALIMENTICIOS
864,PRODUCTOS ALIMENTICIOS
865,PRODUCTOS ALIMENTICIOS
866,PRODUCTOS ALIMENTICIOS
867,PRODUCTOS ALIMENTICIOS
868,PRODUCTOS ALIMENTICIOS
869,PRODUCTOS ALIMENTICIOS
870,PRODUCTOS ALIMENTICIOS
871,PRODUCTOS ALIMENTICIOS
872,PRODUCTOS ALIMENTICIOS
873,PRODUCTOS ALIMENTICIOS
874,PRODUCTOS ALIMENTICIOS
875,PRODUCTOS ALIMENTICIOS
876,PRODUCTOS ALIMENTICIOS
877,PRODUCTOS ALIMENTICIOS
878,PRODUCTOS ALIMENTICIOS
879,PRODUCTOS ALIMENTICIOS
880,PRODUCTOS ALIMENTICIOS
881,PRODUCTOS ALIMENTICIOS
882,PRODUCTOS ALIMENTICIOS
883,PRODUCTOS ALIMENTICIOS
884,PRODUCTOS ALIMENTICIOS
885,PRODUCTOS ALIMENTICIOS
886,PRODUCTOS ALIMENTICIOS
887,PRODUCTOS ALIMENTICIOS
888,PRODUCTOS ALIMENTICIOS
889,PRODUCTOS ALIMENTICIOS
890,PRODUCTOS ALIMENTICIOS
891,PRODUCTOS ALIMENTICIOS
892,PRODUCTOS ALIMENTICIOS
893,PRODUCTOS ALIMENTICIOS
894,CARNE
895,CARNE
896,BASCULA
897,BASCULA
898,BASCULA
899,BASCULA
900,BASCULA
901,BASCULA
902,CARNE
903,CARNE
904,BASCULA
905,BASCULA
906,BASCULA
907,BASCULA
908,BASCULA
909,BASCULA
910,BASCULA
911,BASCULA
912,BASCULA
913,BASCULA
914,BASCULA
915,BASCULA
916,BASCULA
917,BASCULA
918,BASCULA
919,BASCULA
920,BASCULA
921,BASCULA
922,BASCULA
923,BASCULA
924,BASCULA
925,BASCULA
926,BASCULA
927,BASCULA
928,BASCULA
929,BASCULA
930,BASCULA
931,BASCULA
932,BASCULA
933,BASCULA
934,BASCULA
935,BASCULA
936,BASCULA
937,BASCULA
938,BASCULA
939,BASCULA
940,BASCULA
941,BASCULA
942,BASCULA
943,BASCULA
944,BASCULA
945,BASCULA
946,BASCULA
947,BASCULA
948,BASCULA
949,BASCULA
950,BASCULA
951,BASCULA
952,BASCULA
953,BASCULA
954,BASCULA
955,BASCULA
956,BASCULA
957,BASCULA
958,BASCULA
959,BASCULA
960,BASCULA
961,BASCULA
962,BASCULA
963,BASCULA
964,BASCULA
965,BASCULA
966,BASCULA
967,BASCULA
968,BASCULA
969,BASCULA
